household_id,enerc.kcal.w_1,enerc.kcal.w_2,fat.w_1,fat.w_2
348,2268.14079453468,1385.75467946723,78.4042386367321,67.7253051900474
354,2774.77034039328,1240.46781930947,114.825897139698,45.250107383012804
53,3103.50377095193,2074.60971750832,126.98952657029,66.0478678541184
18,2802.36072476745,2146.02527616262,87.3696898416281,47.8362496013641
211,1297.53827327907,1191.36858698678,47.7691075977683,32.0322652309537
130,1633.92462498546,1425.32667452782,56.2907048480511,63.7331637977958
139,1914.47357658629,1221.54525724596,76.7368347689882,34.5695465802848
159,1622.96223920445,1409.75383664951,16.1036240426153,46.163531228885
212,2817.13285021186,2057.59307625771,86.9884554068327,104.008776155567
147,1043.83866884898,1100.16386567175,10.4237120838128,31.5310184062123
141,1119.47387916553,857.050374502406,28.8823596820235,20.3918705151677
164,1236.83125517376,1366.47039061904,33.6073228956834,35.7644353817701
148,1522.75904194465,1453.93193206787,46.7504123729616,31.3920551147461
52,1286.54300435662,1174.1313760376,30.33958261621,23.5988703899384
161,916.27908454749,1168.03361507401,47.217922329694,32.9479010080397
35,1287.98133428401,1552.59555562961,14.2265613819063,35.5233375387192
204,3116.70566967249,1562.77741712165,160.514221959114,38.2064709296703
363,1993.30585939395,1401.81414007378,110.919800292671,42.0437261642456
158,1574.16243412018,1415.68764962897,35.3792980771065,55.4476913627833
234,1553.59913943851,1354.62232821226,33.3396928256154,30.8906144304276
124,2002.31017978072,1519.46927742258,64.2984351557493,57.7324221114516
150,2066.94621023089,1099.63714153722,86.8142305609286,27.0407763227373
222,1428.15584671766,1062.52093391851,16.6805566450655,27.7782702137083
100,534.671407547981,1412.42094175229,9.210319321841,72.9742659912838
137,800.236352306187,1529.38306648242,11.0758838147223,31.5178191215396
338,688.310834960938,1476.88881381035,7.86966304779053,40.9106896804571
220,3057.72615485549,1978.46538086176,147.501188016295,75.638903105259
65,958.066214073449,1235.99901780784,4.794992797032,38.0650410725474
149,1624.32447449648,1830.85782992601,40.823609959662,51.2601987364292
119,1497.01549087226,1090.39025945768,20.202523837626,20.6480359521359
73,1950.82435142457,1010.15420275986,108.351710278809,35.546700001061
353,2059.56932323374,2836.3547876668,91.4955109565109,171.572403983414
343,1610.19976374254,1971.82082406729,40.7843362040222,73.5694252669513
70,1756.2480801754,730.27710459958,34.1711529529095,13.666076347433
22,3186.54070162487,1582.09130902767,169.228916038465,59.058451385498
127,919.40131108743,1231.00762149677,16.072499185133,30.3224995608777
339,3380.52322320224,669.569406242371,61.4245048159003,21.7093649902344
142,1653.31688128552,1886.92591155505,75.1789701124877,95.1424094495773
179,1072.08108799103,1101.48979513689,7.91616043774784,12.4548296938965
36,2758.57312216443,1356.59838190269,89.3522122993588,48.8565948791504
14,1040.35248444363,1663.4102390244,18.1886637958854,35.7804050465822
38,3141.73089221001,1564.86108235908,69.43389041996,35.7512792197466
238,1441.21123760843,1454.61923011208,24.8379729986191,36.2382140048981
218,2351.02331433821,1051.74944659024,35.5585102527142,37.936258875519
47,2167.57468872619,1190.36709603786,97.2691406058073,64.4676642789841
17,2100.10650000048,1285.5337818539101,104.647873926401,40.474509913832
321,1918.91194237858,1355.95756051585,41.8473847178817,36.6785286962122
185,198.86315612793,1827.437708143,3.53,78.5267786339521
332,974.299858579934,1068.62533203125,19.3535570313931,17.7876070861816
345,1806.28548163652,1513.2748157649,21.8914785757065,66.2858797593117
80,1465.32301907279,1404.26468939483,56.719094336994,42.9504078115821
355,1546.0224848671,2431.14063948515,30.6442119998932,160.870146327987
133,2141.60099468342,1443.83520913243,40.1207649926767,39.4906739795208
24,2359.36199109018,2025.56402993679,99.9815916745067,76.1812977766991
63,1186.28336720335,1657.27723500013,29.6355341857076,65.3594723137617
350,1191.2834659586,1372.47878268003,34.3988610610962,23.627257232666
347,1245.82461341441,1207.89702017009,23.9381725009084,40.2107796247005
362,1999.906742616,682.112261928171,62.8664954512715,19.8435559854954
62,1129.0056642244,1208.17456647813,22.7215816465691,28.5399496592879
162,1620.55292536139,1277.23614052442,53.2549867061377,33.4827970824391
360,2314.15983222723,1445.23849191174,93.0394297839999,62.6092684091777
